Area Type, Area, Area Name, Standard Occupational Code, Occupational Title, Employment,Mean Wage, Median Wage, Entry Wage, Experienced Wage                                                                                                                                                                                                                                             
1,36,New York State,29-2056,Veterinary Technologists and Technicians,5020,44630,42830,33310,50290
1,36,New York State,29-2057,Ophthalmic Medical Technicians,4270,37970,35710,26150,43880
1,36,New York State,29-2061,Licensed Practical and Licensed Vocational Nurses,46320,50930,50870,40270,56260
1,36,New York State,29-2081,"Opticians, Dispensing",2840,55840,56620,33960,66780
1,36,New York State,29-2091,Orthotists and Prosthetists,400,72650,69870,43040,87450
1,36,New York State,29-2092,Hearing Aid Specialists,,55450,49350,38580,63890
1,36,New York State,29-2098,"Medical Dosimetrists, Medical Records Specialists, and Health Technologists and Technicians, All Other",14990,53660,49190,34640,63180
1,36,New York State,29-9091,Athletic Trainers,1280,54970,51880,39010,62950
1,36,New York State,29-9092,Genetic Counselors,,94930,95320,71650,106580
1,36,New York State,29-9098,"Health Information Technologists, Medical Registrars, Surgical Assistants, and Healthcare Practitioners and Technical Workers, All Other",1270,70710,62040,37940,87100
1,36,New York State,31-0000,Healthcare Support Occupations,629090,33520,30770,26100,37220
1,36,New York State,31-1120,Home Health & Personal Care Aides,444880,30170,28750,25620,32450
1,36,New York State,31-1131,Nursing Assistants,85090,39970,39740,29970,44970
1,36,New York State,31-1132,Orderlies,3070,38700,39110,28760,43670
1,36,New York State,31-1133,Psychiatric Aides,5770,44720,45310,35300,49420
1,36,New York State,31-2011,Occupational Therapy Assistants,2880,65180,66310,48770,73380
1,36,New York State,31-2012,Occupational Therapy Aides,260,49700,42270,30010,59540
1,36,New York State,31-2021,Physical Therapist Assistants,5410,56620,57660,37350,66260
1,36,New York State,31-2022,Physical Therapist Aides,3290,33170,31050,26700,36410
1,36,New York State,31-9011,Massage Therapists,6580,54280,48770,28710,67070
1,36,New York State,31-9091,Dental Assistants,19520,41910,40690,30920,47400
1,36,New York State,31-9092,Medical Assistants,27730,39750,38580,31910,43680
1,36,New York State,31-9093,Medical Equipment Preparers,3590,46560,46730,34930,52370
1,36,New York State,31-9094,Medical Transcriptionists,2700,35960,31770,25610,41140
1,36,New York State,31-9095,Pharmacy Aides,1670,32110,28800,25390,35470
1,36,New York State,31-9096,Veterinary Assistants and Laboratory Animal Caretakers,4890,34220,32550,27650,37510
1,36,New York State,31-9097,Phlebotomists,6360,44240,43120,32760,49980
1,36,New York State,31-9099,"Healthcare Support Workers, All Other",5390,41240,40790,29090,47320
1,36,New York State,33-0000,Protective Service Occupations,314490,58900,49770,30410,73150
1,36,New York State,33-1011,First-Line Supervisors of Correctional Officers,3890,96240,94890,72110,108300
1,36,New York State,33-1012,First-Line Supervisors of Police and Detectives,13230,122760,122670,89060,139610
1,36,New York State,33-1021,First-Line Supervisors of Fire Fighting and Prevention Workers,4300,113810,113390,80940,130240
1,36,New York State,33-1090,"Miscellaneous First-Line Supervisors, Protective Service Workers",8720,61910,58110,38110,73810
1,36,New York State,33-2011,Firefighters,14050,77410,78090,53140,89550
1,36,New York State,33-2022,Forest Fire Inspectors and Prevention Specialists,,51080,48950,38410,57410
1,36,New York State,33-3011,Bailiffs,4030,71750,74540,46820,84210
1,36,New York State,33-3012,Correctional Officers and Jailers,35420,67990,66180,50040,76960
1,36,New York State,33-3021,Detectives and Criminal Investigators,9010,95380,88170,60790,112680
1,36,New York State,33-3031,Fish and Game Wardens,380,70860,71250,59100,76740
1,36,New York State,33-3041,Parking Enforcement Workers,570,46130,41750,33850,52260
1,36,New York State,33-3051,Police and Sheriff's Patrol Officers,55590,79810,82970,48620,95410
1,36,New York State,33-3052,Transit and Railroad Police,1730,72190,74210,51640,82460
1,36,New York State,33-9011,Animal Control Workers,780,41250,37580,30360,46690
1,36,New York State,33-9021,Private Detectives and Investigators,1480,60870,55310,36450,73090
1,36,New York State,33-9031,Gaming Surveillance Officers and Gaming Investigators,,38480,34780,27690,43880
1,36,New York State,33-9032,Security Guards,118210,38640,35100,27600,44150
1,36,New York State,33-9091,Crossing Guards,10860,39820,39880,29190,45140
1,36,New York State,33-9092,"Lifeguards, Ski Patrol, and Other Recreational Protective Service",7820,31060,29140,25060,34060
1,36,New York State,33-9093,Transportation Security Screeners,3720,43430,44620,36760,46770
1,36,New York State,33-9098,"School Bus Monitors and Protective Service Workers, All Other",19430,32280,30000,25300,35760
1,36,New York State,35-0000,Food Preparation and Serving Related Occupations,768040,34290,29640,25210,38830
1,36,New York State,35-1011,Chefs and Head Cooks,17950,61170,56110,31780,75860
1,36,New York State,35-1012,First-Line Supervisors of Food Preparation and Serving Workers,49170,43530,39690,28970,50820
1,36,New York State,35-2011,"Cooks, Fast Food",11290,28690,27160,25080,30490
1,36,New York State,35-2012,"Cooks, Institution and Cafeteria",16120,37050,35370,27970,41590
1,36,New York State,35-2013,"Cooks, Private Household",,50820,31700,30160,61150
1,36,New York State,35-2014,"Cooks, Restaurant",71100,33420,31380,26120,37070
1,36,New York State,35-2015,"Cooks, Short Order",9600,30130,27160,25240,32570
1,36,New York State,35-2019,"Cooks, All Other",1240,35590,34280,28240,39270
1,36,New York State,35-2021,Food Preparation Workers,59850,31380,29900,25430,34350
1,36,New York State,35-3011,Bartenders,44970,38910,31690,24950,45880
1,36,New York State,35-3023,Fast Food and Counter Workers,211970,28530,27210,25240,30170
1,36,New York State,35-3031,Waiters and Waitresses,160470,38270,31780,24930,44930
1,36,New York State,35-3041,"Food Servers, Nonrestaurant",15930,34960,33670,25260,39810
1,36,New York State,35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,40770,33380,28690,24590,37760
1,36,New York State,35-9021,Dishwashers,34830,29360,26460,24820,31630
1,36,New York State,35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",19580,30880,28620,25100,33780
1,36,New York State,35-9099,"Food Preparation and Serving Related Workers, All Other",3090,32390,30430,24970,36100
1,36,New York State,37-0000,Building and Grounds Cleaning and Maintenance Occupations,311150,38980,34740,26500,45220
1,36,New York State,37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers,11920,57090,56570,37860,66700
1,36,New York State,37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",4920,64240,60110,44610,74050
1,36,New York State,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",190730,37500,33680,26320,43080
1,36,New York State,37-2012,Maids and Housekeeping Cleaners,47990,38680,32700,25630,45200
1,36,New York State,37-2019,"Building Cleaning Workers, All Other",,46300,41090,27420,55740
1,36,New York State,37-2021,Pest Control Workers,3230,43520,41980,32520,49010
1,36,New York State,37-3011,Landscaping and Groundskeeping Workers,44730,37190,34840,26620,42480
1,36,New York State,37-3012,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",1050,47500,43270,32520,54990
1,36,New York State,37-3013,Tree Trimmers and Pruners,2660,51980,54090,31150,62390
1,36,New York State,37-3019,"Grounds Maintenance Workers, All Other",3270,31220,30430,29610,32020
1,36,New York State,39-0000,Personal Care and Service Occupations,262220,37660,31210,25400,43790
1,36,New York State,39-1013,First-line Supervisors of Gambling Services Workers,1020,58270,57320,41020,66890
1,36,New York State,39-1098,"First-Line Supervisors of Personal Service and Entertainment and Recreation Workers, Except Gambling Services",19590,50460,48620,33180,59100
1,36,New York State,39-2011,Animal Trainers,1300,43410,36960,27660,51290
1,36,New York State,39-2021,Nonfarm Animal Caretakers,12450,31850,28240,25170,35190
1,36,New York State,39-3011,Gaming Dealers,3710,32590,24544,24544,36980
1,36,New York State,39-3012,Gaming and Sports Book Writers and Runners,520,31080,27840,24710,34270
1,36,New York State,39-3019,"Gaming Service Workers, All Other",,32600,29080,25680,36060
1,36,New York State,39-3021,Motion Picture Projectionists,,42800,32030,27480,50460
1,36,New York State,39-3031,"Ushers, Lobby Attendants, and Ticket Takers",11200,33350,30590,25320,37370
1,36,New York State,39-3091,Amusement and Recreation Attendants,18390,28990,26700,24950,31010
1,36,New York State,39-3092,Costume Attendants,1350,78240,72260,40100,97320
1,36,New York State,39-3093,"Locker Room, Coatroom, and Dressing Room Attendants",1560,34160,30100,25420,38530
1,36,New York State,39-3099,"Entertainment Attendants and Related Workers, All Other",380,33320,31320,24770,37600
1,36,New York State,39-4021,Funeral Attendants,1450,34720,32930,26760,38690
1,36,New York State,39-4031,"Morticians, Undertakers, and Funeral Directors",1420,66530,61970,41650,78960
1,36,New York State,39-5011,Barbers,1790,34590,30760,25150,39310
1,36,New York State,39-5012,"Hairdressers, Hairstylists, and Cosmetologists",24590,35110,29070,25160,40080
1,36,New York State,39-5091,"Makeup Artists, Theatrical and Performance",490,108450,113980,55200,135080
1,36,New York State,39-5092,Manicurists and Pedicurists,23470,27430,26400,24790,28750
1,36,New York State,39-5093,Shampooers,780,26190,25420,24810,26890
1,36,New York State,39-5094,Skincare Specialists,5680,42910,38590,29140,49800
1,36,New York State,39-6011,Baggage Porters and Bellhops,3660,37490,34440,25670,43400
1,36,New York State,39-6012,Concierges,5520,48370,48090,31090,57010
1,36,New York State,39-7010,Tour and Travel Guides,2710,37940,32330,25390,44220
1,36,New York State,39-9011,Childcare Workers,53290,30780,29090,25170,33580
1,36,New York State,39-9031,Fitness Trainers and Aerobics Instructors,24330,60440,51320,29800,75760
1,36,New York State,39-9032,Recreation Workers,30000,35500,32130,26110,40190
1,36,New York State,39-9041,Residential Advisors,9280,38370,36680,28100,43500
1,36,New York State,39-9098,"Crematory Operators and Personal Care and Service Workers, All Other",1880,37930,32090,26260,43770
1,36,New York State,41-0000,Sales and Related Occupations,903950,57850,34810,25850,73850
1,36,New York State,41-1011,First-Line Supervisors of Retail Sales Workers,65890,53920,47310,32320,64710
1,36,New York State,41-1012,First-Line Supervisors of Non-Retail Sales Workers,22570,110220,96280,59770,135450
1,36,New York State,41-2011,Cashiers,198340,28960,26560,25180,30850
1,36,New York State,41-2012,Gaming Change Persons and Booth Cashiers,590,42550,35440,26260,50690
1,36,New York State,41-2021,Counter and Rental Clerks,19130,35020,31120,25970,39550
1,36,New York State,41-2022,Parts Salespersons,10780,41270,37790,27760,48030
1,36,New York State,41-2031,Retail Salespersons,288630,33640,28230,25190,37870
1,36,New York State,41-3011,Advertising Sales Agents,21030,88470,73850,44060,110670
1,36,New York State,41-3021,Insurance Sales Agents,22400,86810,62870,35580,112420
1,36,New York State,41-3031,"Securities, Commodities, and Financial Services Sales Agents",67120,160150,136480,59980,210240
1,36,New York State,41-3041,Travel Agents,5400,46610,41660,27830,56000
1,36,New York State,41-3091,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",68110,82690,67730,38960,104560
1,36,New York State,41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",15040,118820,102800,60350,148050
1,36,New York State,41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",75220,76880,63030,37430,96610
1,36,New York State,41-9011,Demonstrators and Product Promoters,6290,40500,36130,26540,47480
1,36,New York State,41-9012,Models,,49190,41670,30600,58480
1,36,New York State,41-9021,Real Estate Brokers,2240,104060,83660,34760,138710
1,36,New York State,41-9022,Real Estate Sales Agents,4700,116420,96950,53290,147980
1,36,New York State,41-9031,Sales Engineers,2660,116580,110120,71500,139120
1,36,New York State,41-9041,Telemarketers,4570,36960,32980,25580,42660
1,36,New York State,41-9091,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",670,50080,46490,28240,61000
1,36,New York State,41-9099,"Sales and Related Workers, All Other",2400,40110,32640,27410,46460
1,36,New York State,43-0000,Office and Administrative Support Occupations,1334940,48080,43310,30130,57050
1,36,New York State,43-1011,First-Line Supervisors of Office and Administrative Support Workers,110080,73980,69130,47720,87100
1,36,New York State,43-2011,"Switchboard Operators, Including Answering Service",3100,40640,37530,28030,46950
1,36,New York State,43-2021,Telephone Operators,620,46570,46930,33530,53100
1,36,New York State,43-2099,"Communications Equipment Operators, All Other",,50130,46820,32790,58790
1,36,New York State,43-3011,Bill and Account Collectors,14570,44000,39860,29760,51130
1,36,New York State,43-3021,Billing and Posting Clerks,33630,46610,44650,33820,53000
1,36,New York State,43-3031,"Bookkeeping, Accounting, and Auditing Clerks",101030,48370,46760,31810,56650
